InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
109986,D020,Traditional Daraz Pottery Bowl,8,10/05/2021 21:53,486.59,306,Pakistan
109987,D032,Wooden Daraz Keychain Set,10,02/01/2021 7:35,1585.47,940,Pakistan
109988,D021,Handcrafted Daraz Decorative Figurine,3,05/09/2021 14:20,446.24,546,Pakistan
109989,D009,Daraz Embroidered Towel,3,27/07/2021 16:13,441.63,460,Pakistan
109990,D006,Daraz Handmade Notebook,3,21/12/2021 15:08,180.92,499,Pakistan
109991,D026,Daraz Silk Scarf,5,08/02/2021 19:00,548.44,619,Pakistan
109992,D047,Wooden Daraz Keychain Set,5,23/08/2021 9:38,1754.99,983,Pakistan
109993,D039,Daraz Artisanal Clock,2,10/05/2021 9:04,669.54,858,Pakistan
109994,D045,Daraz Handmade Notebook,8,07/01/2021 1:28,1643.13,399,Pakistan
109995,D028,Daraz Embroidered Towel,7,04/06/2021 16:22,301.79,455,Pakistan
109996,D039,Handcrafted Daraz Decorative Figurine,1,20/08/2021 18:24,1059.64,266,Pakistan
109997,D002,Daraz Model Car,7,12/02/2021 16:53,470.01,999,Pakistan
109998,D031,Wooden Daraz Keychain Set,10,01/11/2021 2:25,1567.68,512,Pakistan
109999,D039,Daraz Calligraphy Art Piece,5,21/06/2021 1:02,950.22,750,Pakistan
110000,D030,Daraz Calligraphy Art Piece,5,14/10/2021 8:06,1915.02,825,Pakistan
110001,D010,Miniature Daraz Truck Figurine,8,23/05/2021 3:21,1426.38,337,Pakistan
110002,D017,Traditional Daraz Pottery Bowl,2,29/06/2021 23:58,1631.2,621,Pakistan
110003,D022,Daraz Decorative Lamp,4,20/09/2021 6:14,198.65,820,Pakistan
110004,D042,Daraz Leather Wallet,7,16/11/2021 9:56,1433.56,310,Pakistan
110005,D034,Wooden Daraz Jewelry Box,3,23/05/2021 12:40,378.18,343,Pakistan
110006,D011,Daraz Ceramic Vase,5,27/06/2021 18:09,115.16,134,Pakistan
110007,D036,Daraz Printed T-shirt,8,03/12/2021 8:21,782.95,816,Pakistan
110008,D008,Embroidered Daraz Cushion Cover,8,14/09/2021 15:58,822.9,368,Pakistan
110009,D029,Daraz Model Car,8,03/03/2021 0:31,1314.59,843,Pakistan
110010,D028,Daraz Artisanal Clock,3,01/05/2021 14:30,1118.47,386,Pakistan
110011,D010,Wooden Daraz Keychain Set,4,31/10/2021 5:09,122.78,605,Pakistan
110012,D027,Wooden Daraz Keychain Set,6,16/10/2021 23:15,413.35,218,Pakistan
110013,D017,Daraz Wooden Frame,10,03/11/2021 16:22,1798.55,561,Pakistan
110014,D012,Miniature Daraz Truck Figurine,4,03/09/2021 21:53,1302.26,782,Pakistan
110015,D035,Daraz Decorative Lamp,10,23/06/2021 0:46,721.26,423,Pakistan
110016,D039,Embroidered Daraz Cushion Cover,6,19/07/2021 16:49,1323.74,665,Pakistan
110017,D023,Daraz Printed T-shirt,1,03/05/2021 16:51,1070.79,977,Pakistan
110018,D026,Handwoven Daraz Pashmina Shawl,7,03/06/2021 16:58,228.18,510,Pakistan
110019,D049,Daraz Calligraphy Art Piece,4,09/12/2021 8:05,449.74,388,Pakistan
110020,D009,Wooden Daraz Jewelry Box,3,15/03/2021 19:42,328.35,179,Pakistan
110021,D023,Daraz Ceramic Vase,9,27/05/2021 12:39,125.62,653,Pakistan
110022,D011,Daraz Decorative Lamp,10,13/08/2021 21:36,1093.43,800,Pakistan
110023,D022,Traditional Daraz Pottery Bowl,10,28/08/2021 13:38,717.35,145,Pakistan
110024,D043,Traditional Daraz Pottery Bowl,2,22/09/2021 21:11,475.91,634,Pakistan
110025,D009,Wooden Daraz Keychain Set,4,09/02/2021 13:20,1172.77,844,Pakistan
110026,D037,Daraz Handmade Notebook,1,24/08/2021 10:45,1916.14,285,Pakistan
110027,D050,Wooden Daraz Keychain Set,6,31/05/2021 10:20,343.3,883,Pakistan
110028,D037,Daraz Printed T-shirt,3,03/01/2021 1:41,1648.56,846,Pakistan
110029,D019,Handcrafted Daraz Mug,3,09/11/2021 19:34,1745.64,634,Pakistan
110030,D024,Wooden Daraz Jewelry Box,3,25/11/2021 8:26,1276.81,689,Pakistan
110031,D047,Daraz Model Car,5,19/02/2021 3:54,1303.95,728,Pakistan
110032,D029,Daraz Artisanal Clock,3,30/04/2021 1:26,466.38,517,Pakistan
110033,D032,Embroidered Daraz Cushion Cover,6,24/05/2021 15:20,617.3,535,Pakistan
110034,D049,Daraz Model Car,9,07/02/2021 4:20,1940.18,819,Pakistan
110035,D016,Wooden Daraz Jewelry Box,10,25/08/2021 5:22,726.74,590,Pakistan
110036,D026,Daraz Embroidered Towel,1,07/06/2021 4:27,651.17,514,Pakistan
110037,D039,Daraz Printed T-shirt,7,01/01/2021 12:39,1438.75,894,Pakistan
110038,D002,Handcrafted Daraz Decorative Figurine,5,19/06/2021 2:47,1659.94,431,Pakistan
110039,D006,Wooden Daraz Jewelry Box,5,04/01/2021 6:40,584.23,123,Pakistan
110040,D035,Daraz Model Car,8,27/12/2021 4:58,1863.11,886,Pakistan
110041,D014,Wooden Daraz Jewelry Box,6,31/07/2021 15:16,223.52,739,Pakistan
110042,D022,Wooden Daraz Keychain Set,7,18/01/2021 16:21,1618.82,792,Pakistan
110043,D021,Daraz Artisanal Clock,10,03/08/2021 14:10,591.93,616,Pakistan
110044,D005,Wooden Daraz Keychain Set,5,03/12/2021 22:06,207.71,275,Pakistan
110045,D026,Daraz Artisanal Clock,3,24/12/2021 20:13,955.18,613,Pakistan
110046,D023,Embroidered Daraz Cushion Cover,1,30/10/2021 0:59,1363.78,839,Pakistan
110047,D021,Wooden Daraz Jewelry Box,8,20/08/2021 20:22,1691.89,965,Pakistan
110048,D020,Daraz Printed T-shirt,8,17/08/2021 11:02,775.86,941,Pakistan
110049,D029,Daraz Ceramic Vase,3,14/09/2021 17:49,1536.27,537,Pakistan
110050,D028,Embroidered Daraz Cushion Cover,5,13/10/2021 20:42,1129.18,481,Pakistan
110051,D020,Daraz Ceramic Vase,5,08/04/2021 10:25,519.74,481,Pakistan
110052,D046,Daraz Leather Wallet,2,30/05/2021 2:34,1049.33,475,Pakistan
110053,D032,Daraz Wooden Frame,10,23/05/2021 11:21,1959.77,682,Pakistan
110054,D017,Miniature Daraz Truck Figurine,1,19/10/2021 8:47,1851.25,277,Pakistan
110055,D044,Daraz Leather Wallet,9,01/09/2021 11:53,294.9,567,Pakistan
110056,D017,Handwoven Daraz Pashmina Shawl,3,26/05/2021 8:06,730.78,382,Pakistan
110057,D045,Daraz Leather Wallet,5,08/07/2021 16:17,169.81,754,Pakistan
110058,D008,Traditional Daraz Pottery Bowl,1,18/11/2021 23:05,333.77,184,Pakistan
110059,D007,Embroidered Daraz Cushion Cover,3,18/05/2021 19:59,574.63,838,Pakistan
110060,D004,Handcrafted Daraz Decorative Figurine,8,04/05/2021 2:03,508.15,525,Pakistan
110061,D046,Handcrafted Daraz Mug,2,18/09/2021 0:24,162.4,132,Pakistan
110062,D033,Daraz Calligraphy Art Piece,7,26/09/2021 10:31,1117.52,554,Pakistan
110063,D022,Daraz Model Car,2,18/07/2021 2:59,1937.84,711,Pakistan
110064,D026,Hand-painted Daraz Ceramic Plate,4,02/12/2021 23:20,1643.88,186,Pakistan
110065,D048,Wooden Daraz Keychain Set,6,17/06/2021 15:29,1329.86,770,Pakistan
110066,D023,Daraz Calligraphy Art Piece,2,12/02/2021 16:56,538.87,680,Pakistan
110067,D028,Daraz Wooden Frame,3,12/10/2021 19:20,1445.44,165,Pakistan
110068,D014,Daraz Ceramic Vase,4,24/07/2021 14:47,1218.66,900,Pakistan
110069,D003,Daraz Silk Scarf,7,18/06/2021 2:37,779.78,866,Pakistan
110070,D006,Daraz Model Car,9,27/11/2021 8:44,1776.5,854,Pakistan
110071,D020,Daraz Calligraphy Art Piece,7,17/10/2021 23:25,96.98,230,Pakistan
110072,D024,Daraz Embroidered Towel,9,18/05/2021 14:08,429.78,315,Pakistan
110073,D023,Daraz Artisanal Clock,2,18/07/2021 16:19,564.69,808,Pakistan
110074,D020,Daraz Model Car,1,21/06/2021 17:15,823.63,529,Pakistan
110075,D005,Daraz Model Car,10,22/05/2021 2:10,1768.72,112,Pakistan
110076,D011,Daraz Printed T-shirt,10,13/04/2021 3:24,153.25,531,Pakistan
110077,D040,Daraz Leather Wallet,7,26/10/2021 18:54,1363.5,823,Pakistan
110078,D042,Daraz Embroidered Towel,2,13/02/2021 2:37,1746.77,636,Pakistan
110079,D015,Daraz Ceramic Vase,7,30/11/2021 13:37,298.88,140,Pakistan
110080,D014,Daraz Silk Scarf,2,02/11/2021 10:55,1125.01,678,Pakistan
110081,D041,Embroidered Daraz Cushion Cover,3,30/06/2021 23:44,994.42,451,Pakistan
110082,D050,Daraz Silk Scarf,4,13/01/2021 4:54,982.04,989,Pakistan
110083,D003,Handcrafted Daraz Mug,10,14/01/2021 10:05,1599.72,862,Pakistan
110084,D035,Handwoven Daraz Pashmina Shawl,7,04/02/2021 23:10,1210.35,308,Pakistan
110085,D009,Daraz Artisanal Clock,4,15/03/2021 13:58,1594.61,399,Pakistan
110086,D031,Daraz Embroidered Towel,8,11/09/2021 22:46,1294.32,942,Pakistan
110087,D020,Wooden Daraz Keychain Set,9,26/09/2021 14:43,366.39,378,Pakistan
110088,D017,Handwoven Daraz Pashmina Shawl,5,03/02/2021 5:12,635.33,691,Pakistan
110089,D046,Daraz Calligraphy Art Piece,3,08/03/2021 21:34,353.06,518,Pakistan
110090,D039,Daraz Decorative Lamp,4,19/11/2021 19:41,1481.04,897,Pakistan
110091,D046,Daraz Silk Scarf,9,02/09/2021 5:26,393.65,669,Pakistan
110092,D033,Daraz Printed T-shirt,1,20/07/2021 4:59,644.58,249,Pakistan
110093,D039,Wooden Daraz Jewelry Box,6,12/05/2021 10:51,673.32,411,Pakistan
110094,D018,Handcrafted Daraz Decorative Figurine,2,27/10/2021 1:50,1785.61,531,Pakistan
110095,D046,Daraz Handmade Notebook,4,02/01/2021 9:19,1008.8,417,Pakistan
110096,D008,Wooden Daraz Jewelry Box,5,03/10/2021 14:21,319.45,411,Pakistan
110097,D035,Wooden Daraz Keychain Set,9,03/03/2021 19:14,1640.31,172,Pakistan
110098,D010,Daraz Leather Wallet,2,26/08/2021 14:49,153.83,502,Pakistan
110099,D037,Daraz Handmade Notebook,10,26/01/2021 15:55,669.9,948,Pakistan
110100,D035,Embroidered Daraz Cushion Cover,5,22/10/2021 10:02,186.78,834,Pakistan
110101,D026,Daraz Silk Scarf,4,15/04/2021 6:30,285.48,566,Pakistan
110102,D016,Daraz Calligraphy Art Piece,9,16/02/2021 7:20,1216.85,876,Pakistan
110103,D029,Handcrafted Daraz Mug,4,13/09/2021 22:20,103.27,255,Pakistan
110104,D032,Wooden Daraz Jewelry Box,1,23/10/2021 0:10,138.9,670,Pakistan
110105,D041,Daraz Calligraphy Art Piece,9,20/11/2021 16:59,1467.34,624,Pakistan
110106,D027,Daraz Embroidered Towel,5,13/11/2021 19:22,766.9,996,Pakistan
110107,D047,Miniature Daraz Truck Figurine,1,19/09/2021 7:20,1678.15,428,Pakistan
110108,D018,Handwoven Daraz Pashmina Shawl,5,31/12/2021 4:43,153.8,220,Pakistan
110109,D021,Wooden Daraz Jewelry Box,2,12/03/2021 12:23,279.47,661,Pakistan
110110,D040,Traditional Daraz Pottery Bowl,5,06/06/2021 23:40,1099.92,697,Pakistan
110111,D018,Wooden Daraz Jewelry Box,6,16/07/2021 22:26,542.53,271,Pakistan
110112,D018,Daraz Embroidered Towel,2,24/01/2021 2:56,1385.15,615,Pakistan
110113,D025,Wooden Daraz Jewelry Box,3,28/09/2021 3:01,528.17,303,Pakistan
110114,D031,Miniature Daraz Truck Figurine,4,27/10/2021 5:28,1164.21,314,Pakistan
110115,D002,Handcrafted Daraz Mug,4,15/01/2021 8:05,1942.51,897,Pakistan
110116,D025,Daraz Decorative Lamp,3,21/03/2021 15:05,1232.9,301,Pakistan
110117,D005,Daraz Artisanal Clock,4,08/04/2021 21:19,625.36,376,Pakistan
110118,D020,Daraz Silk Scarf,2,10/03/2021 14:22,430.02,895,Pakistan
110119,D001,Daraz Calligraphy Art Piece,9,16/04/2021 0:44,947.63,482,Pakistan
110120,D021,Handcrafted Daraz Mug,4,13/05/2021 9:14,1889.43,755,Pakistan
110121,D035,Handcrafted Daraz Mug,2,11/09/2021 11:24,314.68,946,Pakistan
110122,D009,Daraz Ceramic Vase,9,19/01/2021 11:54,1537.89,487,Pakistan
110123,D044,Daraz Artisanal Clock,2,29/05/2021 7:20,932.81,469,Pakistan
110124,D035,Daraz Embroidered Towel,7,09/01/2021 6:30,935.56,465,Pakistan
110125,D007,Daraz Ceramic Vase,2,07/12/2021 11:44,1413.61,385,Pakistan
110126,D024,Handcrafted Daraz Mug,6,10/07/2021 15:55,513.35,678,Pakistan
110127,D036,Daraz Printed T-shirt,6,03/02/2021 12:44,1596.39,255,Pakistan
110128,D050,Handcrafted Daraz Decorative Figurine,1,18/03/2021 7:51,975.06,794,Pakistan
110129,D037,Handcrafted Daraz Mug,6,25/05/2021 7:21,1150.29,417,Pakistan
110130,D011,Daraz Decorative Lamp,10,03/09/2021 22:19,663.51,443,Pakistan
110131,D008,Handcrafted Daraz Decorative Figurine,5,28/04/2021 2:12,1924.25,536,Pakistan
110132,D043,Daraz Artisanal Clock,9,04/03/2021 18:46,382.84,815,Pakistan
110133,D028,Handwoven Daraz Pashmina Shawl,8,05/09/2021 21:21,156.45,662,Pakistan
110134,D016,Daraz Decorative Lamp,4,20/03/2021 14:22,966.9,924,Pakistan
110135,D004,Hand-painted Daraz Ceramic Plate,2,14/09/2021 8:10,435.41,185,Pakistan
110136,D047,Daraz Handmade Notebook,1,06/02/2021 8:57,389.66,496,Pakistan
110137,D032,Miniature Daraz Truck Figurine,10,25/02/2021 7:10,417.98,116,Pakistan
110138,D016,Daraz Silk Scarf,4,03/01/2021 11:12,479.97,915,Pakistan
110139,D041,Daraz Decorative Lamp,7,14/01/2021 14:22,1130.44,672,Pakistan
110140,D035,Daraz Calligraphy Art Piece,5,21/01/2021 8:25,1609.18,627,Pakistan
110141,D019,Wooden Daraz Jewelry Box,8,05/05/2021 15:38,1271.14,367,Pakistan
110142,D036,Daraz Ceramic Vase,4,09/03/2021 16:18,1233.61,941,Pakistan
110143,D048,Daraz Artisanal Clock,3,11/01/2021 1:45,1294.48,846,Pakistan
110144,D032,Hand-painted Daraz Ceramic Plate,2,07/08/2021 18:36,643.4,476,Pakistan
110145,D027,Daraz Leather Wallet,9,09/01/2021 9:22,334.66,969,Pakistan
110146,D001,Hand-painted Daraz Ceramic Plate,1,21/10/2021 5:46,1004.87,398,Pakistan
110147,D009,Daraz Decorative Lamp,9,22/02/2021 3:33,567.36,389,Pakistan
110148,D037,Daraz Model Car,5,01/04/2021 17:52,845.53,797,Pakistan
110149,D013,Daraz Decorative Lamp,9,17/07/2021 13:24,1951.91,142,Pakistan
110150,D020,Daraz Wooden Frame,1,11/05/2021 7:51,1921.8,349,Pakistan
110151,D028,Daraz Leather Wallet,6,07/05/2021 19:00,1258.75,803,Pakistan
110152,D024,Handcrafted Daraz Decorative Figurine,2,27/09/2021 17:38,1402.85,886,Pakistan
110153,D042,Daraz Silk Scarf,9,29/12/2021 21:58,1507.34,122,Pakistan
110154,D026,Handwoven Daraz Pashmina Shawl,10,18/03/2021 3:20,1971.7,576,Pakistan
110155,D017,Handwoven Daraz Pashmina Shawl,8,23/05/2021 14:25,1570.63,128,Pakistan
110156,D006,Wooden Daraz Jewelry Box,6,04/12/2021 12:21,1356.38,325,Pakistan
110157,D002,Daraz Handmade Notebook,3,03/03/2021 16:20,317.66,507,Pakistan
110158,D010,Daraz Decorative Lamp,7,06/07/2021 5:15,674.23,142,Pakistan
110159,D042,Wooden Daraz Jewelry Box,9,26/10/2021 9:05,751.05,864,Pakistan
110160,D007,Daraz Silk Scarf,3,25/12/2021 6:15,1885.19,569,Pakistan
110161,D006,Handcrafted Daraz Decorative Figurine,8,22/08/2021 3:00,686.42,448,Pakistan
110162,D050,Daraz Embroidered Towel,9,03/07/2021 6:27,744.61,247,Pakistan
110163,D047,Wooden Daraz Keychain Set,6,15/06/2021 8:21,1924.04,453,Pakistan
110164,D036,Daraz Printed T-shirt,4,12/10/2021 2:29,1840.28,446,Pakistan
110165,D006,Daraz Wooden Frame,6,15/04/2021 17:52,707.14,197,Pakistan
110166,D037,Daraz Model Car,1,26/06/2021 14:44,1475.56,264,Pakistan
110167,D028,Daraz Calligraphy Art Piece,5,03/02/2021 12:55,1025.1,455,Pakistan
110168,D015,Daraz Leather Wallet,7,28/09/2021 15:51,973.67,461,Pakistan
110169,D027,Daraz Artisanal Clock,9,16/03/2021 11:04,102.11,311,Pakistan
110170,D033,Daraz Calligraphy Art Piece,1,11/01/2021 3:30,1070.77,676,Pakistan
110171,D038,Handcrafted Daraz Mug,10,20/08/2021 15:39,1746.03,599,Pakistan
110172,D048,Miniature Daraz Truck Figurine,4,04/11/2021 6:51,139.62,477,Pakistan
110173,D026,Daraz Wooden Frame,10,08/02/2021 21:18,1031.3,343,Pakistan
110174,D022,Daraz Silk Scarf,6,12/12/2021 9:05,1621.44,533,Pakistan
110175,D035,Daraz Ceramic Vase,4,23/09/2021 7:37,1397.37,979,Pakistan
110176,D025,Daraz Artisanal Clock,10,06/09/2021 8:40,602.54,271,Pakistan
110177,D041,Daraz Decorative Lamp,7,03/05/2021 10:22,389.16,162,Pakistan
110178,D010,Wooden Daraz Keychain Set,3,05/08/2021 13:34,238.17,326,Pakistan
110179,D035,Miniature Daraz Truck Figurine,9,29/01/2021 10:38,1170.52,925,Pakistan
110180,D020,Daraz Artisanal Clock,2,16/12/2021 14:51,252.62,230,Pakistan
110181,D036,Daraz Silk Scarf,2,17/10/2021 3:56,1867.96,846,Pakistan
110182,D037,Daraz Decorative Lamp,5,31/05/2021 21:58,1124.31,973,Pakistan
110183,D018,Traditional Daraz Pottery Bowl,6,12/12/2021 3:04,631.85,770,Pakistan
110184,D045,Daraz Leather Wallet,2,08/11/2021 13:33,1105.97,417,Pakistan
110185,D019,Daraz Printed T-shirt,2,24/09/2021 22:35,566.8,688,Pakistan
110186,D033,Daraz Printed T-shirt,10,06/05/2021 1:36,631.58,718,Pakistan
110187,D004,Daraz Calligraphy Art Piece,7,17/07/2021 1:47,576.31,856,Pakistan
110188,D014,Handcrafted Daraz Mug,10,14/03/2021 8:52,746.15,393,Pakistan
110189,D001,Wooden Daraz Keychain Set,2,09/06/2021 17:40,1892.24,200,Pakistan
110190,D022,Daraz Calligraphy Art Piece,1,16/01/2021 17:37,1740.53,614,Pakistan
110191,D008,Daraz Calligraphy Art Piece,3,11/08/2021 19:56,1502.26,633,Pakistan
110192,D041,Wooden Daraz Jewelry Box,2,19/10/2021 21:21,762.47,558,Pakistan
110193,D015,Handcrafted Daraz Mug,5,25/11/2021 23:38,582.28,397,Pakistan
110194,D026,Daraz Leather Wallet,6,01/09/2021 23:30,1539.7,848,Pakistan
110195,D042,Daraz Ceramic Vase,9,24/03/2021 17:27,92.13,691,Pakistan
110196,D015,Daraz Embroidered Towel,10,05/11/2021 0:04,1271.69,880,Pakistan
110197,D046,Handcrafted Daraz Decorative Figurine,1,10/09/2021 17:29,1114.24,141,Pakistan
110198,D014,Miniature Daraz Truck Figurine,2,31/08/2021 1:38,927.88,275,Pakistan
110199,D047,Wooden Daraz Keychain Set,9,17/09/2021 6:23,226.83,991,Pakistan
110200,D042,Daraz Leather Wallet,5,21/03/2021 14:21,303.89,898,Pakistan
110201,D011,Daraz Silk Scarf,8,22/05/2021 16:29,1944.03,746,Pakistan
110202,D029,Handcrafted Daraz Decorative Figurine,1,07/03/2021 13:10,1497.19,693,Pakistan
110203,D045,Daraz Silk Scarf,3,04/09/2021 11:16,455.07,244,Pakistan
110204,D040,Handwoven Daraz Pashmina Shawl,10,13/10/2021 7:32,192.8,790,Pakistan
110205,D018,Traditional Daraz Pottery Bowl,8,13/05/2021 16:26,1355.37,733,Pakistan
110206,D040,Handcrafted Daraz Mug,1,23/11/2021 22:12,1459.55,479,Pakistan
110207,D017,Hand-painted Daraz Ceramic Plate,5,10/09/2021 22:37,562.17,373,Pakistan
110208,D006,Hand-painted Daraz Ceramic Plate,3,20/04/2021 7:04,129.63,152,Pakistan
110209,D042,Daraz Printed T-shirt,7,23/02/2021 12:22,1477.64,612,Pakistan
110210,D026,Daraz Silk Scarf,1,19/09/2021 7:48,1694.61,890,Pakistan
110211,D032,Daraz Model Car,2,01/01/2021 17:38,1912.35,704,Pakistan
110212,D029,Daraz Model Car,4,14/04/2021 14:17,435.16,211,Pakistan
110213,D033,Embroidered Daraz Cushion Cover,5,20/03/2021 4:16,1380.47,432,Pakistan
110214,D007,Daraz Leather Wallet,6,20/10/2021 18:18,1257.85,230,Pakistan
110215,D043,Daraz Model Car,5,01/07/2021 14:50,1398.92,117,Pakistan
110216,D026,Wooden Daraz Keychain Set,6,02/06/2021 0:17,290.07,585,Pakistan
110217,D050,Embroidered Daraz Cushion Cover,10,08/07/2021 13:58,1353.87,640,Pakistan
110218,D037,Daraz Leather Wallet,9,17/10/2021 21:45,1905.96,354,Pakistan
110219,D038,Daraz Ceramic Vase,7,23/09/2021 3:33,1194.63,992,Pakistan
110220,D050,Daraz Printed T-shirt,7,21/11/2021 8:56,831.6,981,Pakistan
110221,D041,Daraz Model Car,2,20/08/2021 14:37,1767.9,438,Pakistan
110222,D006,Daraz Model Car,10,09/11/2021 19:15,581.53,215,Pakistan
110223,D001,Handcrafted Daraz Decorative Figurine,8,03/10/2021 20:39,1359.38,925,Pakistan
110224,D041,Daraz Artisanal Clock,8,11/03/2021 16:41,1073.91,104,Pakistan
110225,D046,Daraz Model Car,9,01/06/2021 19:06,790.38,502,Pakistan
110226,D027,Traditional Daraz Pottery Bowl,2,24/05/2021 6:34,211.19,469,Pakistan
110227,D010,Daraz Handmade Notebook,2,27/11/2021 13:38,1892.26,493,Pakistan
110228,D019,Wooden Daraz Keychain Set,5,15/03/2021 8:19,1824.57,201,Pakistan
110229,D021,Daraz Handmade Notebook,9,11/02/2021 16:24,429.7,790,Pakistan
110230,D039,Handcrafted Daraz Mug,9,16/03/2021 17:55,1180.59,212,Pakistan
110231,D015,Wooden Daraz Jewelry Box,7,11/01/2021 8:38,1252.05,792,Pakistan
110232,D022,Daraz Decorative Lamp,7,23/12/2021 17:28,262.82,106,Pakistan
110233,D037,Daraz Wooden Frame,5,23/06/2021 1:58,1267.4,131,Pakistan
110234,D048,Traditional Daraz Pottery Bowl,10,18/06/2021 14:39,1143.18,343,Pakistan
110235,D039,Daraz Artisanal Clock,2,13/08/2021 2:36,220.25,751,Pakistan
110236,D005,Hand-painted Daraz Ceramic Plate,8,30/10/2021 9:54,372.46,847,Pakistan
110237,D041,Daraz Printed T-shirt,5,13/02/2021 16:08,50.07,728,Pakistan
110238,D010,Traditional Daraz Pottery Bowl,5,09/12/2021 2:47,1141.11,937,Pakistan
110239,D042,Handwoven Daraz Pashmina Shawl,8,08/09/2021 5:46,1627.96,610,Pakistan
110240,D007,Daraz Artisanal Clock,2,29/03/2021 12:34,1238.5,171,Pakistan
110241,D004,Daraz Leather Wallet,4,05/08/2021 19:44,1237.67,297,Pakistan
110242,D041,Embroidered Daraz Cushion Cover,10,15/10/2021 23:09,1536.04,955,Pakistan
110243,D032,Daraz Wooden Frame,8,26/10/2021 0:29,1530.17,965,Pakistan
110244,D020,Handcrafted Daraz Decorative Figurine,2,13/11/2021 20:33,67.04,667,Pakistan
110245,D025,Daraz Ceramic Vase,8,23/08/2021 7:09,763.51,848,Pakistan
110246,D012,Daraz Handmade Notebook,5,01/08/2021 20:44,992.1,591,Pakistan
110247,D029,Daraz Decorative Lamp,6,15/10/2021 3:35,794.49,983,Pakistan
110248,D009,Handcrafted Daraz Decorative Figurine,3,17/06/2021 5:25,810.89,178,Pakistan
110249,D030,Daraz Handmade Notebook,8,04/11/2021 6:21,1234.56,548,Pakistan
110250,D001,Daraz Ceramic Vase,8,25/01/2021 9:55,1704.29,611,Pakistan
110251,D013,Daraz Leather Wallet,6,23/02/2021 0:32,1778.95,408,Pakistan
110252,D013,Hand-painted Daraz Ceramic Plate,2,27/09/2021 0:22,812.37,484,Pakistan
110253,D005,Daraz Handmade Notebook,1,10/05/2021 20:04,1073.62,544,Pakistan
110254,D021,Traditional Daraz Pottery Bowl,8,14/04/2021 0:00,93.01,393,Pakistan
110255,D017,Handcrafted Daraz Mug,4,05/04/2021 18:29,1032.75,318,Pakistan
110256,D028,Handcrafted Daraz Mug,9,05/12/2021 17:06,528.22,372,Pakistan
110257,D019,Embroidered Daraz Cushion Cover,10,16/04/2021 11:41,1632.54,250,Pakistan
110258,D049,Daraz Wooden Frame,4,14/11/2021 15:53,1567.06,535,Pakistan
110259,D040,Wooden Daraz Keychain Set,6,18/05/2021 17:45,681.28,750,Pakistan
110260,D016,Daraz Leather Wallet,7,24/08/2021 16:49,1239.53,706,Pakistan
110261,D017,Daraz Artisanal Clock,7,03/08/2021 4:45,1828.78,657,Pakistan
110262,D027,Wooden Daraz Jewelry Box,5,25/07/2021 13:09,1715.18,574,Pakistan
110263,D026,Embroidered Daraz Cushion Cover,6,24/09/2021 10:59,1168.89,751,Pakistan
110264,D018,Handcrafted Daraz Mug,4,15/01/2021 15:19,845.82,856,Pakistan
110265,D034,Daraz Calligraphy Art Piece,8,09/07/2021 16:35,1691.57,330,Pakistan
110266,D004,Daraz Ceramic Vase,4,25/08/2021 0:48,1624.08,910,Pakistan
110267,D003,Daraz Calligraphy Art Piece,1,04/11/2021 11:51,559.58,797,Pakistan
110268,D037,Daraz Model Car,8,26/03/2021 12:16,1246.43,517,Pakistan
110269,D007,Wooden Daraz Keychain Set,4,23/11/2021 12:53,1317.79,176,Pakistan
110270,D021,Daraz Silk Scarf,10,24/07/2021 12:35,857.89,330,Pakistan
110271,D001,Daraz Model Car,1,21/01/2021 1:58,285.6,447,Pakistan
110272,D034,Wooden Daraz Jewelry Box,2,11/11/2021 22:57,198.53,960,Pakistan
110273,D029,Daraz Handmade Notebook,2,13/12/2021 6:27,1577.38,160,Pakistan
110274,D032,Handwoven Daraz Pashmina Shawl,10,19/07/2021 23:57,83.9,847,Pakistan
110275,D031,Daraz Ceramic Vase,6,26/08/2021 23:54,1369.59,103,Pakistan
110276,D012,Handcrafted Daraz Decorative Figurine,7,03/10/2021 4:44,1217.15,216,Pakistan
